,UNITID,X,X.2,X.1,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS.y,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,Institution.Name,INSTSIZE..HD2010.,RET_PCF..EF2010D.,GRRTTOT..DRVGR2010.,GRRTM..DRVGR2010.,GRRTW..DRVGR2010.,F1TUFEFT..DRVF2010.,F1STAPFT..DRVF2010.,F1LCAPFT..DRVF2010.,F1PGGCFT..DRVF2010.,F2TUFEFT..DRVF2010.,F2PGGCFT..DRVF2010.,F1INSTPC..DRVF2010.,F1ACSPPC..DRVF2010.,F1STSVPC..DRVF2010.,F1INSUPC..DRVF2010.,F2INSTPC..DRVF2010.,F2ACSPPC..DRVF2010.,F2STSVPC..DRVF2010.,F1ENDMFT..DRVF2010.,F2ENDMFT..DRVF2010.,ENDOW,ExpIn,GiftRev,TotalRev,Rating,HIGHDEG
40,101897,40,40,40,103100,1031,Northeast Alabama Community College,Rainsville,AL,www.nacc.edu,www.nacc.edu,0,2,1,42,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0214,0.0361,0,0,0.0643,0,0.0327,0,0,0.2393,0,0,0,0,0,0,0,0,0,0,0,0.0767,0,0,0,0.1275,0.0339,0,0,0.2889,0.079,0,0,2376,0.8885,0.0181,0.0526,0.0055,0.0295,0,0.0034,0.0021,0.0004,0.3973,1,2544,NA,2219,3206,3474,2310,NA,NA,NA,NA,NA,NA,0.628,NA,0.6142,NA,0.4818,0,0.277,5100,56.620455,0.608823529,NA,0.318402564,28700,0.427455366,Northeast Alabama Community College,2,60,28,30,27,1613,2035,0,10,NA,NA,45,7,5,11,NA,NA,NA,35,NA,35,45,10,3658,0.6513388505,2
42,101949,42,42,42,103400,1034,Alabama Southern Community College,Monroeville,AL,www.ascc.edu,www.ascc.edu,0,2,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.0432,0,0,0.1528,0,0,0,0,0.3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1163,0,0,0.2292,0.1196,0,0,1218,0.5452,0.4187,0.0074,0.0057,0.0131,0,0.0016,0.0008,0.0074,0.2726,1,4998,NA,4737,5731,7265,NA,NA,NA,NA,NA,NA,NA,0.5602,NA,0.5675,NA,0.5455,0,0.1942,NA,NA,NA,NA,0.315534351,23200,0.348623842,Alabama Southern Community College,2,18,22,24,21,2591,7010,0,774,NA,NA,42,16,15,9,NA,NA,NA,NA,NA,NA,42,774,10375,0.8751689366,2
43,101958,43,43,43,2296000,22960,Prince Institute-Southeast,Montgomery,AL,princeinstitute.edu,princeinstitute.edu,0,2,3,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2143,0,0,102,0.6667,0.2745,0.0294,0.0098,0,0,0,0,0.0196,0,1,NA,20904,NA,NA,NA,NA,NA,20413,19151,18926,24676,24576,0.6446,NA,0.8333,NA,NA,0.8678,0.6569,21739,241.347465,0.702702703,NA,NA,29000,NA,Prince Institute-Southeast,1,100,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7555704951,2
44,101994,44,44,44,569200,5692,Reid State Technical College,Evergreen,AL,www.rstc.edu,www.rstc.edu,0,1,1,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0741,0.0952,0,0,0,0,0.0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423,0.1693,0.0952,0.1005,0,0.3175,0.0635,0,0,414,0.471,0.4928,0.0121,0.0024,0.0145,0.0048,0.0024,0,0,0.372,1,4912,NA,5081,5196,-400,NA,NA,NA,NA,NA,NA,NA,0.701,NA,0.4881,NA,0.4,0,0.4081,NA,NA,NA,NA,0.457968702,20100,0.380813956,Reid State Technical College,1,66,26,21,29,1549,5935,0,0,NA,NA,47,7,10,20,NA,NA,NA,NA,NA,NA,47,NA,7484,0.8843385842,2
45,102030,45,45,45,103000,1030,Bishop State Community College,Mobile,AL,www.bishop.edu,www.bishop.edu/calculator/,0,2,1,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0103,0.0258,0.0336,0,0,0.0801,0,0.0543,0,0,0.1809,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0.0155,0.0155,0.0646,0.1938,0,0.2403,0.0233,0,0,3363,0.2551,0.672,0.0152,0.0149,0.0077,0.0015,0.0095,0.0214,0.0027,0.3547,1,5145,NA,5100,5315,7271,NA,NA,NA,NA,NA,NA,NA,0.6352,NA,0.4122,NA,0.2919,0,0.3966,NA,NA,NA,NA,0.218287989,22600,0.332718313,Bishop State Community College,2,40,17,28,9,1476,5321,0,5,NA,NA,36,3,16,21,NA,NA,NA,52,NA,52,36,5,6802,0.8831927642,2
48,102067,48,48,48,569100,5691,Shelton State Community College,Tuscaloosa,AL,www.sheltonstate.edu,www.sheltonstate.edu/financial_aid/price_calculator.aspx,0,2,1,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.0578,0,0,0.0478,0,0.006,0,0,0.2291,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.0618,0.0817,0.0418,0,0.01,0.3327,0.1255,0,0,4859,0.5526,0.347,0.0047,0.0111,0.0033,0.0004,0.0132,0.0012,0.0665,0.495,1,8587,NA,8186,9220,10861,11557,NA,NA,NA,NA,NA,NA,0.5217,NA,0.5848,NA,0.3672,0,0.2297,NA,NA,NA,NA,0.138370919,24300,0.380218357,Shelton State Community College,3,56,10,10,9,1503,3722,0,14,NA,NA,40,7,11,20,NA,NA,NA,NA,NA,NA,40,14,5239,0.8833659769,2
49,102076,49,49,49,103800,1038,Snead State Community College,Boaz,AL,www.snead.edu,www.snead.edu/npcalc.htm,0,2,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0465,0.0148,0,0,0.0127,0,0.0211,0,0,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1438,0.0951,0,0,2161,0.8242,0.0551,0.0689,0.0079,0.0222,0.0005,0,0.0014,0.0199,0.2883,1,3884,NA,3788,3315,5114,6668,NA,NA,NA,NA,NA,NA,0.5743,NA,0.5945,NA,0.398,0.2344,0.2867,4500,49.959225,NA,NA,0.322287805,26000,0.391872287,Snead State Community College,2,64,26,23,28,1445,2680,0,2,NA,NA,45,6,12,19,NA,NA,NA,952,NA,952,45,2,4127,0.6625472034,2
52,102261,52,52,52,2270400,22704,Southeastern Bible College,Birmingham,AL,www.sebc.edu,www.sebc.edu/finaid/net-price-calculator/,0,3,2,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25,14,26,15,24,NA,NA,21,20,20,NA,970,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0.625,0.2938,0.0313,0,0.0063,0,0.0063,0.0063,0.0313,0.1875,1,NA,12954,NA,NA,NA,NA,NA,10494,17627,15477,NA,NA,0.6089,0.6429,NA,NA,NA,0.7877,0.5466,30083,333.9829702,0.496062992,0.239086957,NA,28800,0.620689631,Southeastern Bible College,1,54,46,38,58,NA,NA,NA,NA,9533,5017,NA,NA,NA,NA,26,13,20,NA,8348,8348,26,5017,14550,0.6748096539,3
53,102270,53,53,53,104400,1044,Stillman College,Tuscaloosa,AL,www.stillman.edu,www.stillman.edu/finanical-aid/npcalc.htm,0,3,2,13,1,0,0,0,0,0,0,0,0,66,350,450,383,438,NA,NA,400,411,NA,17,20,15,20,16,18,NA,NA,19,18,17,NA,882,882,0,0,0,0,0.0073,0,0,0,0.0146,0,0,0,0,0,0.0365,0.0511,0,0.2263,0.0219,0,0,0.1533,0.0073,0,0,0,0.0803,0,0,0,0,0,0,0,0.0438,0.0146,0.2336,0.1095,0,863,0.0626,0.9224,0.0104,0.0023,0,0,0,0,0.0023,0.0637,1,NA,17473,NA,NA,NA,NA,NA,17075,18857,15257,18007,17150,0.7429,0.6123,NA,0.1111,NA,0.8145,0.0533,38359,425.863536,0.293563579,0.257584546,NA,24700,0.398734182,Stillman College,2,50,24,15,34,NA,NA,NA,NA,9365,1260,NA,NA,NA,NA,26,8,30,NA,14432,14432,26,1260,10625,0.7572044983,3
54,102298,54,54,54,104600,1046,Talladega College,Talladega,AL,www.talladega.edu,www.talladega.edu/netcalc/npcalc.htm,0,3,2,32,1,0,0,0,0,0,0,0,0,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.0513,0,0.0256,0,0.0128,0,0,0,0,0,0.0897,0,0,0.0897,0,0,0,0,0,0,0.0128,0,0.0641,0,0.1667,0.0641,0,0,0,0,0.0385,0,0.359,0.0256,0,894,0.0391,0.8949,0.0257,0.0045,0,0.0056,0.0034,0,0.0268,0.0503,1,NA,9062,NA,NA,NA,NA,NA,9015,9154,8999,9154,NA,0.9663,0.3285,NA,0.6667,NA,0.928,0.1706,32000,355.2656,0.292479109,0.494891525,NA,25600,0.277777791,Talladega College,1,54,19,17,21,NA,NA,NA,NA,7467,1500,NA,NA,NA,NA,30,7,17,NA,7559,7559,30,1500,8967,0.76065769,3
55,102313,55,55,55,573400,5734,H Councill Trenholm State Technical College,Montgomery,AL,www.trenholmstate.edu,www.trenholmstate.edu,0,1,1,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0288,0.042,0.0642,0,0,0.0531,0,0.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199,0.0929,0.031,0.1704,0,0.427,0.0199,0,0,1262,0.4263,0.5523,0.0048,0.0095,0.0008,0,0.0024,0,0.004,0.4374,1,6067,NA,6002,6012,7346,5655,NA,NA,NA,NA,NA,NA,0.6097,NA,0.4979,NA,0.4045,0,0.456,NA,NA,NA,NA,0.50624,21000,0.343648195,H Councill Trenholm State Technical College,2,60,37,35,41,1374,6073,0,13,NA,NA,53,8,12,16,NA,NA,NA,NA,NA,NA,53,13,7460,0.8685150064,2
59,102429,59,59,59,573300,5733,Bevill State Community College,Jasper,AL,www.bscc.edu,www.bscc.edu/financialaid/npcalculator.php,0,2,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0138,0.0304,0,0,0.0512,0,0.0111,0,0,0.2282,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0.0263,0.0277,0.0484,0.1355,0,0.3638,0.0609,0,0,3212,0.8032,0.1541,0.014,0.0044,0.0025,0,0.0075,0,0.0143,0.4384,1,8303,NA,7954,8752,10181,NA,NA,NA,NA,NA,NA,NA,0.5844,NA,0.581,NA,0.3603,0,0.3275,NA,NA,NA,NA,0.292400356,25900,0.447520942,Bevill State Community College,2,62,16,13,18,1304,4229,0,20,NA,NA,41,6,10,11,NA,NA,NA,35,NA,35,41,20,5553,0.8699055221,2
65,102845,65,66,66,2576900,25769,Charter College-Anchorage,Anchorage,AK,www.chartercollege.edu,chartercollege.studentaidcalculator.com/survey.aspx,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0828,0,0,0,0.0622,0,0,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479,0,0,0,0,0.0355,0,0,0.603,0.1232,0,0,2191,0.429,0.0374,0.3241,0.0196,0.042,0.0602,0.0612,0,0.0265,0,1,NA,17691,NA,NA,NA,NA,NA,17717,16875,19083,NA,NA,0.6598,0.4333,NA,NA,NA,0.4152,0.5472,13000,144.32665,0.515252622,0.34897899,NA,42000,0.630872488,Charter College-Anchorage,1,22,89,79,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5162363124,3
67,103644,67,68,68,2295000,22950,Everest College-Phoenix,Phoenix,AZ,www.everestcollegephoenix.edu,www.Everestcollegephoenix.edu/npc,0,2,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4096,0,0,0,0,0,0,0,0.33,0.2521,0,0,2761,0.389,0.3158,0.1268,0.0058,0.0283,0.0076,0.0391,0.0004,0.0873,0.4611,0,NA,20126,NA,NA,NA,NA,NA,20002,19795,23922,25089,NA,0.8264,NA,NA,1,NA,0.7408,0.67,9500,105.469475,0.230348837,0.332974973,NA,28300,0.462532312,Everest College-Phoenix,3,43,41,38,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6589066368,3
68,103723,68,69,69,2160305,21603,Collins College,Phoenix,AZ,www.collinscollege.edu,collinscollege.studentaidcalculator.com,0,3,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882,0,0.0497,0,0,254,0.3465,0.0827,0.1614,0.0079,0.0276,0.0118,0.0236,0,0.3386,0.189,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7475,NA,NA,NA,NA,0.9203,0.4764,42103,467.4296112,0.366061164,0.379182391,NA,25200,0.407689393,Collins College,2,52,41,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8198236862,3
70,103787,70,71,71,2199900,21999,American Indian College of the Assemblies of God Inc,Phoenix,AZ,www.aicag.edu/,www.aicag.edu/npc/npcalc.htm,0,3,2,11,0,0,0,0,0,0,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,77,0.0649,0.1169,0.1948,0,0.5584,0.0649,0,0,0,0.1169,1,NA,12580,NA,NA,NA,NA,NA,13304,11375,NA,NA,NA,0.7945,0.6667,NA,NA,NA,0.6986,0.4684,NA,NA,0.46875,0.51063617,NA,NA,NA,American Indian College of the Assemblies of God Inc,1,89,53,38,71,NA,NA,NA,NA,8093,8214,NA,NA,NA,NA,25,6,23,NA,1490,1490,25,8214,16307,0.8704884649,3
72,103893,72,73,73,2100600,21006,Carrington College-Phoenix,Phoenix,AZ,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,676,0.2618,0.0784,0.5429,0.0044,0.0799,0.0059,0.0118,0,0.0148,0,1,NA,20501,NA,NA,NA,NA,NA,20207,20985,22455,24117,24417,0.7255,NA,NA,NA,NA,0.6062,0.2722,9500,105.469475,0.475178297,0.647021648,NA,26200,0.432048112,Carrington College-Phoenix,1,71,62,59,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6453238341,2
73,103909,73,74,74,2100611,21006,Carrington College-Mesa,Mesa,AZ,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,691,0.4486,0.0463,0.3343,0.026,0.1172,0.0072,0.0072,0,0.013,0.097,1,NA,22169,NA,NA,NA,NA,NA,22247,19972,24130,26242,26492,0.7296,NA,0.7179,NA,NA,0.5289,0.4588,9500,105.469475,0.475178297,NA,0.671635807,26200,0.432048112,Carrington College-Mesa,2,72,67,66,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6399126394,2
74,103927,74,75,75,2100607,21006,Carrington College-Tucson,Tucson,AZ,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,440,0.2614,0.0364,0.6136,0.0023,0.0477,0.0045,0.0136,0,0.0205,0.0068,1,NA,21229,NA,NA,NA,NA,NA,20944,21767,22586,24072,24529,0.6507,NA,0.7273,NA,NA,0.5356,0.3568,9500,105.469475,0.475178297,NA,0.633205019,26200,0.432048112,Carrington College-Tucson,1,64,60,56,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647488312,2
75,103945,75,76,76,3120300,31203,College America-Flagstaff,Flagstaff,AZ,www.collegeamerica.edu,www.collegeamerica.edu/net-price-calculator,0,2,2,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9494,0.0253,0,0,209,0.2727,0.0144,0.1053,0,0.6029,0,0.0048,0,0,0,1,NA,20877,NA,NA,NA,NA,NA,20753,22679,NA,NA,NA,0.8431,0.6522,NA,NA,NA,0.9569,0.6651,25667.5,284.9618684,0.152317881,0.4667,NA,NA,0.338762224,College America-Flagstaff,1,69,62,61,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7619285066,2
77,104090,77,78,78,2218800,22188,Brookline College-Phoenix,Phoenix,AZ,www.brooklinecollege.edu,www.brooklinecollege.edu,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844,0.0033,0,0,0,0,0,0,0.8245,0.0629,0,0,828,0.3249,0.2077,0.2512,0.0193,0.0797,0.0048,0.0145,0.0229,0.0749,0,1,NA,25566,NA,NA,NA,NA,NA,25296,25857,25701,29302,29302,0.6609,0.4471,NA,NA,NA,0.6346,0.6389,9500,105.469475,0.229979879,0.511348571,NA,22300,0.321246445,Brookline College-Phoenix,2,31,35,42,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6431394963,3
79,104160,79,80,80,107100,1071,Arizona Western College,Yuma,AZ,www.azwestern.edu,www.azwestern.edu/business_and_administrative/business_office/npcalc.html,0,1,1,13,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,0.0024,0.0012,0,0.0035,0.0012,0.0129,0.0018,0.0382,0.0018,0.0118,0.0024,0.0059,0.0082,0.0041,0.3778,0,0.0112,0.0029,0,0,0,0.0018,0,0.0035,0,0,0.0482,0,0.0229,0.1874,0.0341,0.0047,0,0.01,0.1563,0.0411,0.0012,0,7442,0.1892,0.0325,0.6517,0.0106,0.0114,0.0035,0.0008,0.072,0.0282,0.6318,1,9095,NA,9017,9417,10087,11670,8637,NA,NA,NA,NA,NA,0.5803,NA,0.6249,NA,0.4085,0.0554,0.3166,6000,66.6123,0.477477478,NA,0.197488041,25600,0.395483196,Arizona Western College,3,63,16,16,17,902,1626,5171,0,NA,NA,43,8,10,16,NA,NA,NA,255,NA,255,43,NA,7699,0.6818937813,2
81,104188,81,82,82,2491500,24915,Southwest University of Visual Arts-Tucson,Tucson,AZ,www.suva.edu,suva.edu/financial_aid.html,0,3,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.087,0,0.0652,0.1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7391,0,0,0,0,216,0.5324,0.0648,0.287,0.0093,0.0509,0,0,0,0.0556,0.4167,1,NA,46298,NA,NA,NA,NA,NA,46342,45889,45393,NA,NA,0.5308,0.8462,NA,0.6364,NA,0.6777,0.8657,NA,NA,0.463087248,0.8333,NA,27500,0.463114768,Southwest University of Visual Arts-Tucson,1,77,68,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7150830156,3
82,104346,82,83,83,728300,7283,Central Arizona College,Coolidge,AZ,www.centralaz.edu,doc.centralaz.edu/NetPriceCalculator/npcalc.htm,0,2,1,41,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0063,0,0,0,0,0.0027,0.0619,0.0117,0.0206,0,0.0152,0,0.1193,0,0,0.2502,0,0.0018,0,0,0,0,0,0,0,0,0,0.0296,0,0,0.1444,0.0143,0.0448,0.0179,0,0.2395,0.0197,0,0,5462,0.4713,0.0751,0.2697,0.0157,0.048,0.0048,0.0368,0.0029,0.0758,0.6335,1,4310,NA,3547,3693,4588,5220,5661,NA,NA,NA,NA,NA,0.4644,NA,0.4932,NA,0.2576,0.1783,0.4518,10500,116.571525,0.473537605,NA,0.289431831,28700,0.447129905,Central Arizona College,3,59,34,35,33,1061,980,8629,119,NA,NA,42,7,8,21,NA,NA,NA,664,NA,664,42,119,10789,0.6692621763,2
83,104364,83,84,84,4051325,40513,Brown Mackie College-Tucson,Tucson,AZ,www.brownmackie.edu,tcc.noellevitz.com/edmc/Brown-Mackie?iframe=true&width=600&height=1000,0,2,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0717,0,0.0404,0,0.13,0,0,0.0359,0,0,0,0,0,0,0,0.0224,0,0,0,0,0,0.1525,0,0,0,0,0,0,0.0179,0.417,0.1121,0,0,684,0.3596,0.1228,0.4137,0.0175,0.0658,0.0029,0,0,0.0175,0,1,NA,19957,NA,NA,NA,NA,NA,19388,20452,23787,24344,24344,0.8355,0,NA,NA,NA,0.7398,0.652,21599,239.793178,0.289359316,0.2973,NA,25200,0.501259446,Brown Mackie College-Tucson,1,0,34,37,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7346880189,3
